鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
士林區,建物,臺北市士林區芝玉路二段52巷1~30號,0.0,住,,,1071005,土地0建物1車位1,二層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870218,224.08,4,2,2,有,無,有,66000,295,坡道機械,44.93,0,,RPSOMLPJIINFFEA08CC
大安區,建物,臺北市大安區忠孝東路四段205巷31~60號,0.0,住,,,1070923,土地0建物1車位0,八層,9,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,0930616,30.21,1,1,1,有,有,有,26000,861,,0.0,0,,RPPNMLPJIINFFFA77CC
大安區,建物,臺北市大安區復興南路二段180巷1~30號,0.0,住,,,1070905,土地0建物1車位0,一層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840629,134.53,3,3,2,有,無,有,72000,535,,0.0,0,,RPRNMLPJIINFFFA97CC
大安區,建物,臺北市大安區信義路三段31巷1~30號,0.0,住,,,1070910,土地0建物1車位0,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000512,130.87,2,2,2,有,有,有,78000,596,,0.0,0,,RPTNMLPJIINFFFA18CC
大安區,建物,臺北市大安區仁愛路四段345巷4弄1~30號,0.0,住,,,1071001,土地0建物1車位0,一層,7,店面(店鋪),住家用,鋼筋混凝土造,,35.54,0,0,1,有,無,無,40000,1125,,0.0,0,標的物部分出租,RPUNMLPJIINFFFA28CC
中正區,建物,臺北市中正區汀州路一段211~240號,0.0,住,,,1070926,土地0建物1車位0,全,2,透天厝,,加強磚造,,59.87,0,0,0,無,無,無,27000,451,,0.0,0,,RPTNMLPJIINFFAA67CC
文山區,建物,臺北市文山區溪口街61~90號,0.0,住,,,1070928,土地0建物2車位0,見其他登記事項,2,公寓(5樓含以下無電梯),商業用,加強磚造,,214.46,4,2,2,有,無,無,36000,168,,0.0,0,,RPUNMLPJIINFFAA77CC
中正區,建物,臺北市中正區南昌路一段31~60號,92.8,商,,,1070911,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,46.4,1,1,1,有,無,有,20000,431,,0.0,0,,RPPNMLQJIINFFAA37CC
士林區,建物,臺北市士林區中山北路七段14巷1~30號,0.0,住,,,1070920,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0660929,127.44999999999999,2,1,1,有,有,有,55000,432,,0.0,0,,RPSNMLQJIINFFEA08CC
士林區,建物,臺北市士林區天母西路13巷1~30號,0.0,商,,,1071001,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0731113,151.98000000000002,3,1,2,有,有,有,78000,513,,0.0,0,,RPTNMLQJIINFFEA18CC
松山區,建物,臺北市松山區南京東路四段47及31~60號,0.0,商,,,1071005,土地0建物2車位0,一層,9,店面(店鋪),住家用,鋼筋混凝土造,0630729,266.62,0,0,0,無,無,無,282800,1061,,0.0,0,,RPPNMLQJIINFFDA67CC
中山區,建物,臺北市中山區新生北路二段68巷1~30號,0.0,商,,,1070921,土地0建物1車位0,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971229,71.64,2,1,1,有,有,有,45000,628,,0.0,0,,RPSNMLQJIINFFCA87CC
中山區,建物,臺北市中山區中山北路一段105巷1~30號,0.0,商,,,1070928,土地0建物1車位0,四層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060110,115.58000000000001,2,1,1,有,有,有,80000,692,,0.0,0,,RPTNMLQJIINFFCA97CC
中山區,建物,臺北市中山區民權西路9巷1~30號,0.0,商,,,1070928,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1011112,64.72,1,1,1,有,有,有,41000,633,,0.0,0,,RPUNMLQJIINFFCA08CC
中山區,建物,臺北市中山區合江街188巷1~30號,0.0,住,,,1070913,土地0建物1車位0,一層,7,辦公商業大樓,住家用,鋼筋混凝土造,0671117,76.55000000000001,0,0,0,無,有,無,35000,457,,0.0,0,,RPOOMLSJIINFFCA77CC
內湖區,建物,臺北市內湖區金莊路61~90號,0.0,其他,,,1070910,土地0建物1車位1,十層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0990512,210.95,5,2,3,有,有,有,50000,237,坡道平面,0.0,0,,RPSOMLSJIINFFCA18CC
中山區,建物,臺北市中山區林森北路361~390號,0.0,商,,,1071005,土地0建物1車位0,十五層,18,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980916,66.62,1,1,1,有,有,有,50000,751,,0.0,0,,RPUOMLSJIINFFCA38CC
中山區,建物,臺北市中山區林森北路361~390號,0.0,商,,,1070925,土地0建物1車位0,十二層,18,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980916,66.62,1,1,1,有,有,有,50000,751,,0.0,0,,RPVOMLSJIINFFCA48CC
內湖區,建物,臺北市內湖區康寧路三段151~180號,0.0,商,,,1070921,土地0建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,0760525,119.81,0,0,0,無,無,無,110000,918,,0.0,0,有停車空間、租金調漲:第四年起租金調為115500元,RPXOMLSJIINFFCA68CC
中山區,建物,臺北市中山區錦州街151~180號,0.0,商,,,1070922,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,83.58,2,2,1,有,無,有,24000,287,,0.0,0,,RPPPMLSJIINFFCA97CC
中山區,房地(土地+建物),臺北市中山區龍江路45巷1~30號,0.0,住,,,1071001,土地1建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,0640227,117.02,0,0,0,無,無,無,40000,342,,0.0,0,,RPQPMLSJIINFFCA08CC
中山區,建物,臺北市中山區中山北路一段53巷1~30號,0.0,住,,,1071005,土地0建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970104,89.41,2,1,1,有,無,有,48000,537,,0.0,0,,RPRPMLSJIINFFCA18CC
中山區,建物,臺北市中山區新生北路二段68巷1~30號,0.0,商,,,1070917,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050602,75.74000000000001,2,2,1,有,有,有,60000,792,,0.0,0,,RPTPMLSJIINFFCA38CC
中山區,建物,臺北市中山區新生北路二段31~60號,0.0,住,,,1070920,土地0建物1車位0,十二層,19,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980916,144.02,4,2,2,有,有,有,50000,347,,0.0,0,,RPVPMLSJIINFFCA58CC
中山區,建物,臺北市中山區中山北路二段121~150號,0.0,商,,,1070920,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0970611,182.99,4,2,2,有,有,有,62000,339,,0.0,0,,RPXPMLSJIINFFCA78CC
中山區,建物,臺北市中山區樂群二路151~180號,0.0,住,,,1070925,土地0建物1車位1,三層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890628,155.72,3,2,2,有,有,有,30000,193,坡道平面,0.0,0,車位面積無法分算,RPTQMLSJIINFFCA48CC
內湖區,建物,臺北市內湖區新富街121~150號,0.0,住,,,1070925,土地0建物1車位1,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020808,258.96,3,2,2,有,有,有,70000,270,坡道平面,42.07,0,租金含管理費,RPUQMLSJIINFFCA58CC
中山區,建物,臺北市中山區長安東路二段181~210號,0.0,商,,,1070926,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720204,113.25,3,3,2,有,有,有,29427,260,,0.0,0,,RPWQMLSJIINFFCA78CC
中山區,建物,臺北市中山區南京西路1~30號,0.0,商,,,1070809,土地0建物1車位0,五層,12,辦公商業大樓,商業用,鋼筋混凝土造,0680126,154.81,0,0,0,無,有,有,70000,452,,0.0,0,,RPXQMLSJIINFFCA88CC
中山區,建物,臺北市中山區中山北路一段121~150號,0.0,商,,,1070824,土地0建物1車位0,一層,4,店面(店鋪),住商用,加強磚造,0560401,85.48,1,1,1,有,無,有,85000,994,,0.0,0,,RPORMLSJIINFFCA08CC
中山區,建物,臺北市中山區南京東路二段31~60號,0.0,商,,,1070824,土地0建物3車位0,全,6,透天厝,,加強磚造,,778.4,18,2,10,有,無,無,450000,578,,0.0,0,,RPPRMLSJIINFFCA18CC
中山區,建物,臺北市中山區南京東路二段91~120號,0.0,商,,,1071007,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0990917,48.34,1,1,1,有,有,有,30000,621,,0.0,0,,RPURMLSJIINFFCA68CC
信義區,建物,臺北市信義區文昌街301~330號,0.0,商,,,1070925,土地0建物1車位0,三層,14,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0910925,160.76,0,0,0,無,有,無,70000,435,,0.0,0,,RPSNMLSJIINFFDA18CC
松山區,建物,臺北市松山區八德路三段181~210號,0.0,住,,,1070927,土地0建物1車位0,五層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,0950418,68.6,2,1,2,有,有,有,46000,671,,0.0,0,,RPQOMLSJIINFFDA08CC
松山區,建物,臺北市松山區民生東路五段31~60號,150.0,住,,,1071001,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610801,91.51,0,0,0,無,無,無,63571,695,,0.0,0,,RPROMLSJIINFFDA18CC
信義區,建物,臺北市信義區忠孝東路五段451~480號,0.0,住,,,1071006,土地0建物1車位0,十層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0941006,60.63,2,2,2,有,無,有,40000,660,,0.0,0,,RPSOMLSJIINFFDA28CC
信義區,建物,臺北市信義區松山路511~540號,19.06,住,,,1070901,土地0建物1車位0,一層,7,店面(店鋪),住商用,鋼筋混凝土造,,43.85,1,1,1,有,無,有,55000,1254,,0.0,0,租賃範圍1樓,RPTOMLSJIINFFDA38CC
松山區,建物,臺北市松山區復興南路一段1~30號,0.0,商,,,1070831,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,74.6,0,0,0,無,無,無,30000,402,,0.0,0,免租裝潢期:107/09/01-107/09/30,RPUOMLSJIINFFDA48CC
信義區,房地(土地+建物),臺北市信義區基隆路一段121~150號,720.0,商,,,1070830,土地1建物1車位0,一層,2,店面(店鋪),商業用,鋼筋混凝土造,0710331,218.0,0,1,1,有,無,無,165000,757,,0.0,0,,RPVOMLSJIINFFDA58CC
北投區,建物,臺北市北投區石牌路二段315巷10弄1~30號,0.0,住,,,1070914,土地0建物1車位1,八層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960625,138.91,2,1,1,有,有,無,29000,209,坡道平面,56.69,0,,RPTNMLSJIINFFEA38CC
士林區,建物,臺北市士林區福國路91~120號,0.0,商,,,1070921,土地0建物2車位0,一層,8,店面(店鋪),住家用,鋼筋混凝土造,0660811,174.62,2,2,1,有,有,有,100000,573,,0.0,0,,RPVNMLSJIINFFEA58CC
北投區,建物,臺北市北投區中山路1~30號,0.0,其他,,,1071005,土地0建物1車位0,五層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920127,70.82,0,0,0,無,有,有,29000,409,,0.0,0,此租賃金額含管理費,RPXOMLSJIINFFEA88CC
北投區,建物,臺北市北投區三合街一段82巷61弄1~30號,0.0,住,,,1070918,土地0建物1車位0,一層,8,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060421,67.59,0,0,0,無,有,無,35000,518,,0.0,0,,RPSQMLSJIINFFEA58CC
北投區,建物,臺北市北投區中和街507巷3弄1~30號,0.0,住,,,1071006,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050224,58.699999999999996,1,1,1,有,有,有,19000,324,,0.0,0,,RPUQMLSJIINFFEA78CC
大同區,建物,臺北市大同區承德路三段241~270號,0.0,商,,,1070925,土地0建物1車位0,十二層,13,辦公商業大樓,商業用,鋼筋混凝土造,0830629,396.55,0,0,0,無,有,無,150000,378,,0.0,0,,RPRNMLSJIINFFBA87CC
大同區,建物,臺北市大同區南京西路25巷31~60號,0.0,商,,,1070927,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950728,78.12,2,2,1,有,有,有,30000,384,,0.0,0,,RPVNMLSJIINFFBA28CC
大同區,建物,臺北市大同區南京西路61~90號,0.0,商,,,1070919,土地0建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970205,172.17000000000002,3,2,2,有,有,有,92000,534,,0.0,0,,RPQOMLSJIINFFBA87CC
大同區,建物,臺北市大同區市民大道一段181~210號,0.0,其他,,,1070927,土地0建物1車位0,十七層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980724,124.15,3,2,2,有,有,有,68000,548,,0.0,0,,RPXOMLSJIINFFBA58CC
文山區,建物,臺北市文山區保儀路13巷31~60號,0.0,商,,,1070922,土地0建物1車位0,一層,12,店面(店鋪),見其他登記事項,鋼筋混凝土造,0990520,61.150000000000006,0,1,1,有,有,無,19000,311,,0.0,0,,RPSOMLSJIINFFAA97CC
文山區,建物,臺北市文山區景美街5巷1~30號,0.0,商,,,1071001,土地0建物0車位0,一層,3,店面(店鋪),住家用,加強磚造,,42.24,0,0,0,無,無,無,65000,1539,,0.0,0,一樓只承租2/3,RPUOMLSJIINFFAA18CC
中正區,建物,臺北市中正區南昌路一段31~60號,92.8,商,,,1070922,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,46.4,1,2,1,有,無,有,22000,474,,0.0,0,,RPXOMLSJIINFFAA48CC
大安區,建物,臺北市大安區四維路44巷1~30號,0.0,住,,,1070928,土地0建物1車位0,一層,4,店面(店鋪),住家用,加強磚造,,152.44,1,2,2,有,無,無,76000,499,,0.0,0,租金含代扣繳租賃所得稅。民國107年11月1日至109年9月30日租金為76000元整，民國109年10月1日至111年9月30日租金為78000元整。民國107年10月1日至107年10月31日為免租裝潢期。,RPTOMLSJIINFFFA68DC
大安區,建物,臺北市大安區永康街23巷1~30號,0.0,住,,,1071004,土地0建物1車位0,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970904,84.88,3,2,1,有,無,有,53000,624,,0.0,0,,RPVNMLSJIINFFFA68CC
大安區,建物,臺北市大安區忠孝東路三段1~30號,0.0,商,,,1070922,土地0建物1車位0,四層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,0960515,165.1,2,2,2,有,有,有,84000,509,,0.0,0,,RPWNMLSJIINFFFA78CC
大安區,建物,臺北市大安區瑞安街208巷61弄1~30號,0.0,,,,1071005,土地0建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0761231,176.07,4,2,2,有,有,有,57000,324,,0.0,0,,RPQOMLSJIINFFFA28CC
大安區,建物,臺北市大安區復興南路一段107巷5弄1~30號,0.0,商,,,1071001,土地0建物1車位0,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1051014,241.28,4,2,2,有,有,有,80000,332,,0.0,0,,RPQNMLTJIINFFFA28CC
大安區,建物,臺北市大安區新生南路一段119巷1~30號,0.0,住,,,1070914,土地0建物1車位0,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710818,109.94,3,2,2,有,無,有,40000,364,,0.0,0,租金含管理費,RPTNMLTJIINFFFA58CC
南港區,房地(土地+建物),臺北市南港區興南街52巷1~30號,203.0,住,,,1071004,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,58.61,2,1,1,有,無,有,24000,409,,0.0,0,,RPROMLTJIINFFDA38DC
文山區,建物,臺北市文山區萬盛街61~90號,0.0,住,,,1070924,土地0建物1車位1,四層,8,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1050816,88.32,2,1,1,有,有,有,30000,340,坡道機械,13.29,0,,RPSNMLTJIINFFAA97CC
萬華區,建物,臺北市萬華區東園街66巷24弄1~30號,0.0,住,,,1070921,土地0建物1車位1,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060515,209.39999999999998,4,2,2,有,有,有,43000,205,坡道平面,41.42,0,,RPVNMLTJIINFFBA38CC
北投區,建物,臺北市北投區大度路三段270巷61~90號,0.0,其他,,,1070918,土地0建物1車位0,三層,19,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1010217,96.33,0,0,0,無,有,有,35000,363,,0.0,0,,RPPNMLTJIINFFEA08CC
南港區,建物,臺北市南港區重陽路511~540號,0.0,其他,,,1070922,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,,190.64,5,2,3,有,無,有,36000,189,,0.0,0,,RPUNMLTJIINFFDA48CC
松山區,建物,臺北市松山區復興南路一段1~30號,0.0,商,,,1070919,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0680209,97.61999999999999,3,2,2,有,有,有,42000,430,,0.0,0,,RPQOMLTJIINFFDA18CC
內湖區,建物,臺北市內湖區民權東路六段121~150號,0.0,商,,,1070921,土地0建物1車位1,九層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,0980106,39.25,1,0,1,有,有,有,22000,561,坡道平面,0.0,0,,RPTNMLTJIINFFCA28CC
內湖區,建物,臺北市內湖區石潭路31~60號,0.0,其他,,,1070922,土地0建物1車位1,八層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1001124,194.83999999999997,5,2,3,有,有,有,53000,272,坡道機械,25.44,0,,RPUNMLTJIINFFCA38CC
中山區,建物,臺北市中山區林森北路361~390號,0.0,商,,,1071001,土地0建物1車位0,十七層,18,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980916,66.62,1,1,1,有,有,有,46000,690,,0.0,0,,RPPOMLTJIINFFCA97CC
中山區,建物,臺北市中山區林森北路631~660號,0.0,商,,,1071009,土地0建物1車位0,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0930423,33.660000000000004,0,0,0,無,有,有,16000,475,,0.0,0,租金含管理費、有線電視、網路,RPSOMLTJIINFFCA28CC
中山區,房地(土地+建物)+車位,臺北市中山區松江路241~270號,0.0,商,,,1070928,土地1建物1車位1,三層,11,辦公商業大樓,商業用,鋼筋混凝土造,0721018,763.08,0,0,0,無,有,無,231000,303,一樓平面,0.0,7000,大樓後空地一樓平面車位，謄本未計坪數,RPRPMLTJIINFFCA28CC
松山區,房地(土地+建物),臺北市松山區南京東路五段31~60號,12.0,商,,,1070926,土地1建物1車位0,二層,13,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0690207,130.01,0,1,1,有,有,無,33000,254,,0.0,0,,RPVNMLKKIINFFDA77CC
